location_type,climate_zone,household_size,monthly_income,electricity_kwh,natural_gas_kwh,lpg_kg,solar_kwh,renewable_energy_percent,car_km,car_fuel_efficiency,petrol_liters,diesel_liters,motorcycle_km,ev_km,ev_charging_kwh,public_transport_percent,bus_km,train_km,flight_hours,flight_distance_km,diet_type,beef_meals_month,dairy_servings_month,food_waste_kg,local_food_percent,total_waste_kg,recycled_waste_percent,composted_waste_percent,plastic_waste_kg,paper_waste_kg,home_size_sqft,ac_hours_month,heating_hours_month,shopping_trips_month,clothing_items_month,electronics_items_year,tree_planting_year,carbon_emission_kg
suburban,hot,7.0,35709.44,384.96,147.42,14.43,0.0,,0.0,15.71,0.0,0.0,292.25,167.68,24.1,15.65,17.9,183.01,1.35,1144.97,vegetarian,0.0,14.0,30.56,68.2,39.79,87.14,20.64,4.88,4.61,2132.34,221.57,0.38,1.0,2.0,0.0,2.0,737.78
urban,hot,1.0,10543.16,196.44,38.3,11.8,0.0,0.0,124.12,,4.33,1.93,0.0,0.0,,30.26,93.22,44.68,0.05,38.9,non_vegetarian,6.0,16.0,3.42,61.76,5.35,60.24,26.24,1.32,0.34,1463.37,141.43,1.5,1.0,5.0,1.0,0.0,399.9
urban,hot,1.0,55554.54,315.99,36.54,5.45,235.05,78.09,0.0,16.01,0.0,,704.28,0.0,0.0,37.53,126.84,6.73,1.7,1192.86,mixed,1.0,15.0,0.56,56.45,4.86,,18.4,0.51,0.3,790.95,41.4,1.52,0.0,1.0,1.0,2.0,429.29
urban,moderate,2.0,30872.48,106.3,3.83,16.72,0.0,0.0,0.0,12.22,0.0,0.0,140.8,0.0,0.0,5.56,3.92,87.62,1.1,862.24,non_vegetarian,10.0,16.0,2.81,53.05,12.02,,30.82,2.62,2.36,887.96,0.38,0.51,0.0,3.0,,1.0,426.07
urban,moderate,4.0,16030.18,253.76,0.78,6.81,0.0,0.0,150.85,8.41,10.86,7.07,1145.27,637.99,112.4,64.83,,89.95,1.39,989.28,vegetarian,0.0,18.0,11.04,94.37,9.32,68.69,22.64,2.08,1.22,1191.29,17.42,0.53,2.0,0.0,1.0,0.0,783.87
suburban,moderate,4.0,197525.21,239.22,38.45,4.2,0.0,1.28,0.0,10.53,0.0,,178.76,0.0,0.0,1.13,7.98,114.98,2.11,1598.97,vegan,,0.0,7.88,42.57,9.65,93.22,20.34,2.06,1.17,1801.3,9.3,4.6,5.0,7.0,0.0,2.0,587.17
suburban,cool,5.0,54201.23,299.25,99.4,6.81,138.54,35.07,0.0,16.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,392.2,0.35,271.0,mixed,1.0,23.0,6.91,41.68,22.72,74.79,23.4,1.87,4.1,997.53,21.41,156.0,3.0,2.0,1.0,1.0,345.8
suburban,hot,3.0,56028.83,160.72,64.58,0.53,0.0,0.0,1905.0,14.52,74.92,56.29,0.0,0.0,0.0,8.87,26.13,36.54,0.07,58.61,non_vegetarian,6.0,16.0,3.34,46.65,27.52,55.78,20.31,4.48,2.76,1461.9,185.93,2.47,2.0,1.0,0.0,2.0,633.42
urban,moderate,4.0,105791.74,204.63,35.22,13.12,0.0,0.0,1810.07,16.76,77.64,30.35,265.16,0.0,0.0,31.14,255.57,129.85,2.76,2058.0,mixed,7.0,31.0,6.87,60.94,11.88,72.39,41.67,2.55,1.93,1356.52,40.62,2.0,4.0,2.0,2.0,1.0,1059.93
urban,cool,,32179.97,200.32,422.86,7.79,0.0,0.85,0.0,10.68,0.0,0.0,463.76,0.0,0.0,25.51,,28.68,3.14,2286.19,non_vegetarian,2.0,31.0,1.49,68.38,12.09,35.79,18.36,1.87,1.98,1150.54,15.21,17.3,1.0,1.0,0.0,0.0,809.05
urban,hot,3.0,35293.08,399.44,113.26,1.59,0.0,0.79,0.0,17.38,0.0,0.0,,0.0,0.0,,400.24,60.12,3.4,2471.9,vegetarian,0.0,21.0,9.69,40.69,11.08,59.08,42.15,,0.77,894.94,114.42,6.53,0.0,2.0,1.0,1.0,868.01
suburban,moderate,1.0,41235.96,78.19,32.36,34.41,0.0,10.65,0.0,15.44,0.0,0.0,109.06,0.0,0.0,34.35,44.84,39.9,4.03,3010.98,mixed,1.0,21.0,1.43,44.72,,19.04,20.36,0.59,0.23,400.79,33.93,5.97,1.0,2.0,1.0,3.0,740.19
urban,hot,,45622.54,314.74,1.48,4.02,113.78,31.45,0.0,12.39,0.0,0.0,407.17,0.0,0.0,69.52,693.76,546.86,5.62,3843.9,mixed,3.0,16.0,0.35,37.12,4.16,49.73,5.3,0.66,0.72,287.17,227.99,13.45,0.0,,1.0,0.0,1021.69
urban,hot,4.0,16986.49,262.62,,8.4,,0.0,0.0,17.76,0.0,0.0,1386.51,0.0,0.0,4.42,14.35,66.99,4.7,3435.51,non_vegetarian,8.0,20.0,8.16,38.36,17.95,51.71,45.5,2.85,2.14,1440.53,59.61,2.03,0.0,,0.0,1.0,1147.7
urban,hot,1.0,14400.01,173.05,59.34,10.1,0.0,7.96,0.0,16.05,0.0,0.0,0.0,0.0,0.0,45.17,229.04,54.62,3.42,2851.45,mixed,2.0,24.0,1.27,47.61,3.93,94.88,48.27,0.35,0.49,940.43,147.84,4.78,1.0,,0.0,0.0,794.65
urban,moderate,3.0,25721.27,131.24,,10.94,0.0,0.0,0.0,14.97,0.0,0.0,0.0,0.0,0.0,83.1,176.49,97.75,4.05,2639.56,non_vegetarian,7.0,11.0,4.74,57.97,3.57,93.87,22.61,0.87,0.42,962.46,29.07,3.6,0.0,0.0,0.0,1.0,767.28
urban,hot,4.0,59610.78,246.17,34.31,3.56,307.8,,297.93,17.8,11.56,5.18,94.69,0.0,0.0,36.93,41.2,22.59,1.18,843.1,mixed,6.0,,4.03,60.96,33.04,49.77,32.65,5.34,4.52,1438.37,128.05,3.17,5.0,1.0,0.0,2.0,334.82
rural,,3.0,75702.66,343.75,288.86,11.84,,7.66,587.9,7.0,51.87,32.11,0.0,0.0,0.0,38.14,329.98,53.08,1.84,1493.37,non_vegetarian,3.0,19.0,4.96,76.48,28.52,61.6,21.58,3.01,4.09,1068.71,69.9,104.71,0.0,5.0,0.0,1.0,950.89
urban,moderate,1.0,102331.51,59.98,34.45,21.24,62.2,97.04,965.39,14.6,40.76,25.34,0.0,0.0,0.0,45.23,133.1,465.9,1.05,807.57,mixed,4.0,21.0,0.84,76.07,4.99,80.17,3.15,0.77,0.72,426.79,21.8,1.19,6.0,3.0,2.0,2.0,519.06
urban,moderate,5.0,70976.84,180.97,110.53,21.19,0.0,0.0,252.55,19.15,7.05,6.14,0.0,0.0,,51.57,337.48,17.35,4.58,3611.58,mixed,4.0,18.0,17.25,41.81,53.33,38.21,20.4,6.32,3.65,1058.26,23.85,0.62,3.0,4.0,0.0,1.0,1079.98
urban,,3.0,18185.3,199.04,47.45,5.23,0.0,0.0,0.0,15.44,0.0,0.0,446.22,0.0,0.0,74.89,26.71,221.73,0.68,542.12,mixed,4.0,15.0,15.06,72.6,23.7,37.92,17.63,5.18,2.88,822.23,10.95,1.78,1.0,1.0,0.0,2.0,438.85
urban,hot,2.0,22263.53,287.9,10.67,6.03,0.0,8.84,875.98,15.89,42.27,12.85,0.0,0.0,0.0,45.4,91.25,267.29,1.91,1555.5,mixed,3.0,28.0,1.92,65.93,9.77,83.9,11.69,2.01,,809.58,174.2,0.76,1.0,1.0,0.0,0.0,806.89
rural,moderate,2.0,51606.65,198.98,11.45,15.49,0.0,0.0,394.62,16.65,13.4,10.3,161.52,0.0,0.0,32.05,74.51,70.81,,6527.01,mixed,5.0,21.0,3.59,4.6,3.28,58.15,7.78,0.52,0.42,751.52,0.22,4.7,3.0,2.0,2.0,0.0,1538.34
urban,hot,4.0,107611.87,184.55,33.77,3.78,0.0,8.75,0.0,16.31,0.0,0.0,270.19,0.0,0.0,83.27,496.29,18.44,6.26,4181.1,vegetarian,0.0,27.0,9.56,31.67,16.93,40.44,13.62,3.56,2.43,853.28,131.5,2.07,2.0,2.0,1.0,1.0,1090.61
urban,hot,6.0,36896.5,261.03,144.48,3.43,0.0,4.64,0.0,16.41,0.0,0.0,0.0,0.0,0.0,22.77,127.77,37.63,2.62,1747.07,vegetarian,0.0,13.0,1.51,48.4,4.41,53.18,20.81,0.93,0.34,1291.75,161.23,0.04,3.0,1.0,2.0,0.0,666.91
suburban,hot,2.0,57775.07,296.77,67.69,8.31,0.0,0.0,0.0,17.42,0.0,0.0,0.0,0.0,0.0,25.99,145.17,32.67,0.46,312.74,vegetarian,0.0,19.0,2.57,95.26,28.61,80.17,50.61,4.34,5.46,552.85,123.48,5.0,2.0,2.0,,0.0,370.52
urban,hot,6.0,,552.0,26.64,10.31,251.5,45.62,341.97,17.53,13.21,6.29,0.0,0.0,0.0,18.62,21.04,643.62,3.45,2366.41,mixed,3.0,18.0,13.77,66.37,,90.25,53.27,4.66,1.5,1610.31,244.08,6.25,1.0,1.0,4.0,2.0,903.73
urban,hot,4.0,63245.07,271.2,7.22,1.52,195.38,70.71,406.83,,13.92,12.25,0.0,0.0,0.0,30.74,85.43,81.05,12.5,8213.68,non_vegetarian,7.0,15.0,5.34,72.36,43.84,81.04,19.34,10.44,2.92,1354.3,,7.52,2.0,1.0,3.0,1.0,1869.03
rural,hot,1.0,48953.05,185.16,192.25,7.11,0.0,0.29,0.0,17.11,,0.0,0.0,0.0,0.0,26.43,366.7,419.57,0.38,270.43,mixed,4.0,25.0,2.04,57.26,6.1,83.97,,1.32,0.38,1196.87,107.2,0.79,0.0,1.0,3.0,0.0,382.82
urban,moderate,5.0,348252.42,219.77,10.51,11.0,0.0,0.0,0.0,14.15,0.0,0.0,605.17,0.0,0.0,,183.98,1348.22,2.28,1797.15,mixed,5.0,17.0,1.63,67.35,22.93,45.86,24.66,2.88,4.34,1627.43,17.21,0.22,8.0,5.0,8.0,1.0,776.13
urban,moderate,3.0,78989.85,117.23,17.19,3.66,0.0,0.0,0.0,13.16,0.0,0.0,0.0,0.0,0.0,63.06,338.76,18.16,0.88,629.08,vegetarian,0.0,17.0,2.96,80.79,24.78,,53.54,4.54,3.27,1027.06,30.97,2.47,3.0,5.0,2.0,1.0,315.14
urban,moderate,5.0,8000.0,141.26,258.03,5.21,0.0,11.43,0.0,9.17,0.0,0.0,0.0,0.0,0.0,47.73,152.87,100.61,0.09,62.6,mixed,0.0,17.0,20.15,58.99,46.19,70.24,7.56,4.69,8.0,1232.86,51.9,0.02,0.0,3.0,0.0,1.0,348.17
urban,moderate,2.0,31859.69,109.69,50.43,8.06,0.0,9.59,0.0,14.51,0.0,0.0,172.08,0.0,0.0,30.41,126.15,126.18,3.84,2845.3,mixed,3.0,18.0,3.24,64.6,5.87,33.75,5.12,1.11,0.7,1259.62,35.25,0.42,0.0,,2.0,,715.07
urban,hot,3.0,97033.65,359.61,2.78,1.14,0.0,1.94,0.0,9.92,0.0,0.0,0.0,0.0,0.0,90.28,800.47,151.3,1.98,1540.46,non_vegetarian,8.0,16.0,2.33,72.12,7.98,83.78,28.17,0.69,1.33,1036.27,51.43,,2.0,3.0,2.0,,773.17
urban,hot,2.0,49621.97,152.55,83.28,,97.53,57.3,490.56,14.22,22.18,12.32,1105.94,0.0,0.0,71.99,1150.39,303.6,1.11,922.11,vegetarian,0.0,16.0,2.13,53.87,17.09,59.23,6.67,1.47,2.05,1190.39,98.55,9.66,4.0,2.0,3.0,1.0,629.49
suburban,hot,,19773.41,181.84,36.28,10.84,0.0,3.47,0.0,11.6,0.0,,0.0,0.0,0.0,34.06,335.32,148.4,1.35,1111.15,mixed,,25.0,6.29,93.82,10.46,22.37,27.57,1.85,1.18,892.73,51.6,4.21,1.0,1.0,0.0,0.0,471.57
urban,hot,6.0,51631.22,559.21,102.38,4.76,0.0,0.0,0.0,15.08,0.0,0.0,0.0,0.0,,39.9,250.4,24.38,2.04,1501.43,non_vegetarian,7.0,20.0,17.04,40.26,24.97,30.7,29.67,2.12,4.76,1490.83,32.76,0.18,2.0,6.0,,1.0,993.35
urban,hot,3.0,100693.28,346.84,,11.26,0.0,0.0,0.0,16.08,0.0,0.0,380.48,0.0,0.0,58.58,95.74,129.24,7.31,5415.86,non_vegetarian,10.0,19.0,2.25,50.93,25.38,61.64,23.27,3.73,1.8,720.66,214.96,0.83,4.0,3.0,1.0,0.0,1520.93
rural,hot,7.0,179785.25,439.09,45.2,6.08,0.0,2.12,292.43,14.24,11.94,8.6,344.11,259.82,47.72,27.45,65.78,91.18,0.76,,vegetarian,0.0,27.0,11.75,46.05,26.73,56.55,30.35,6.21,5.27,1607.61,118.21,7.79,4.0,6.0,6.0,1.0,692.62
urban,hot,2.0,50687.96,222.88,19.5,2.97,172.86,73.14,0.0,15.95,0.0,0.0,0.0,0.0,0.0,39.15,,22.8,12.23,8125.68,mixed,,19.0,3.04,49.15,9.02,54.78,22.79,2.04,1.53,843.49,85.28,1.2,,2.0,2.0,0.0,1662.93
suburban,cool,4.0,27414.96,186.45,187.01,3.39,0.0,1.97,0.0,16.16,0.0,0.0,161.11,0.0,0.0,26.07,37.99,91.34,0.96,,mixed,5.0,,3.2,10.02,10.03,48.18,23.5,1.48,0.66,885.97,14.92,54.67,0.0,,0.0,5.0,373.48
urban,moderate,7.0,99845.62,358.25,118.38,8.9,297.67,80.97,1179.21,12.09,49.29,48.23,0.0,0.0,0.0,50.89,360.47,424.38,4.47,2931.68,mixed,4.0,17.0,1.68,56.98,30.99,61.1,24.21,7.42,5.8,1911.17,44.24,2.91,0.0,4.0,2.0,1.0,1072.71
suburban,cool,5.0,65859.72,236.85,383.04,15.67,276.38,100.0,386.0,12.43,22.8,8.25,170.56,0.0,0.0,2.55,12.13,64.37,2.67,1918.37,vegetarian,0.0,18.0,11.08,39.7,7.12,78.3,,0.86,0.97,1054.91,37.7,35.71,1.0,3.0,0.0,3.0,631.39
,hot,4.0,33369.11,514.95,260.81,15.72,0.0,4.28,0.0,16.38,0.0,0.0,0.0,0.0,0.0,11.62,83.19,435.56,0.61,397.79,vegetarian,0.0,17.0,10.93,54.64,30.36,92.99,10.52,6.53,3.03,1124.87,56.07,12.84,1.0,0.0,0.0,0.0,652.86
urban,hot,4.0,58392.94,242.57,8.78,,0.0,0.0,0.0,13.78,0.0,0.0,693.86,0.0,0.0,50.47,67.04,19.73,1.55,1183.73,mixed,4.0,26.0,6.87,,21.74,89.73,24.67,,4.09,916.08,165.45,12.21,2.0,2.0,1.0,1.0,649.37
urban,hot,2.0,28647.35,148.67,17.26,2.71,0.0,0.09,0.0,8.98,0.0,0.0,0.0,0.0,0.0,35.31,212.4,61.97,0.69,533.62,vegan,0.0,0.0,6.39,10.87,7.42,14.84,19.49,0.95,0.38,1233.06,107.48,8.29,2.0,1.0,1.0,0.0,271.25
urban,moderate,2.0,,135.01,201.29,6.79,0.0,6.7,399.48,17.13,17.61,5.71,2307.75,0.0,0.0,50.8,208.77,207.61,0.02,17.29,non_vegetarian,6.0,14.0,2.58,57.92,11.29,85.2,48.88,2.53,1.97,964.91,10.34,2.19,1.0,1.0,2.0,0.0,579.7
rural,moderate,1.0,13718.77,113.44,81.23,9.31,0.0,0.0,1535.45,19.26,55.47,24.26,82.61,810.21,156.02,19.34,142.02,39.54,3.18,2470.33,vegetarian,0.0,20.0,2.63,43.98,5.4,45.6,26.71,1.29,0.51,1203.4,32.07,1.83,0.0,1.0,2.0,1.0,889.37
urban,hot,4.0,24194.81,339.76,22.0,8.07,0.0,0.6,0.0,12.86,0.0,0.0,0.0,0.0,0.0,71.64,85.73,147.6,0.96,795.12,mixed,2.0,16.0,0.82,75.84,21.18,28.38,5.44,4.45,1.57,1034.13,121.45,4.51,2.0,3.0,1.0,1.0,572.87
urban,hot,6.0,45453.54,404.79,69.8,3.68,0.0,0.0,0.0,11.69,0.0,0.0,0.0,381.15,68.68,90.45,269.78,159.92,1.2,939.95,mixed,2.0,21.0,0.59,40.31,25.22,89.85,38.36,3.46,2.64,2178.42,46.71,0.01,2.0,3.0,0.0,3.0,672.43
rural,moderate,5.0,63043.76,,27.44,2.37,0.0,2.23,93.72,15.08,4.23,1.99,172.21,0.0,0.0,32.08,14.11,19.0,0.17,136.79,vegetarian,0.0,29.0,1.34,13.8,12.99,80.94,20.04,1.06,2.01,1725.69,24.26,,3.0,2.0,1.0,2.0,305.07
suburban,hot,7.0,22195.35,,21.49,13.64,252.96,69.7,1183.09,17.35,45.64,22.56,1052.6,0.0,0.0,0.0,0.0,281.98,,,mixed,3.0,21.0,6.25,71.32,81.5,48.0,37.17,18.53,14.35,1720.53,207.73,1.06,1.0,1.0,0.0,2.0,1181.6
urban,hot,7.0,16968.89,551.85,38.53,8.57,203.07,35.8,0.0,15.55,0.0,0.0,,0.0,0.0,17.57,31.0,218.15,10.91,8532.14,mixed,6.0,20.0,11.58,61.83,42.48,16.47,22.19,6.21,4.72,1485.69,124.58,0.01,1.0,1.0,0.0,0.0,1988.79
urban,hot,3.0,67213.06,256.11,69.36,7.47,0.0,0.17,0.0,12.59,0.0,0.0,0.0,0.0,0.0,23.25,79.41,87.07,2.58,1923.17,vegetarian,0.0,24.0,2.57,44.91,6.82,66.06,26.36,0.74,1.26,405.91,99.22,,1.0,2.0,4.0,,657.61
urban,moderate,3.0,26754.4,160.87,80.23,5.64,0.0,0.0,255.39,13.24,9.76,9.53,0.0,0.0,0.0,53.21,154.29,77.2,4.03,,vegetarian,0.0,20.0,11.15,44.55,26.37,75.21,34.96,3.09,4.29,807.92,,3.75,2.0,3.0,1.0,4.0,756.57
rural,moderate,5.0,13326.32,558.78,62.65,8.74,102.0,19.09,539.99,15.25,28.14,7.27,358.23,408.3,83.5,12.94,38.83,67.08,2.9,1933.13,mixed,0.0,30.0,6.61,78.2,40.16,80.53,7.98,5.7,2.93,1239.42,11.9,3.98,0.0,0.0,1.0,,949.04
,moderate,5.0,24548.66,181.13,51.58,4.0,232.19,100.0,864.83,21.5,,13.98,313.5,0.0,0.0,0.52,0.14,24.01,0.63,486.78,non_vegetarian,2.0,19.0,13.89,47.09,33.32,68.89,32.45,3.77,3.82,1599.68,18.93,1.0,3.0,0.0,0.0,1.0,347.57
urban,hot,5.0,107102.22,607.13,52.88,2.79,230.14,36.22,0.0,17.01,0.0,0.0,65.93,0.0,0.0,21.3,34.92,87.37,1.47,1029.92,non_vegetarian,9.0,18.0,17.52,58.24,6.65,66.05,39.28,1.33,0.84,1484.16,137.04,2.63,2.0,5.0,3.0,1.0,735.87
rural,hot,3.0,93554.88,237.17,30.63,,0.0,3.88,0.0,12.08,0.0,0.0,136.01,0.0,0.0,16.2,69.86,162.62,2.34,1675.97,mixed,1.0,26.0,1.67,0.37,8.4,41.25,34.97,1.02,1.62,947.26,224.47,2.96,2.0,2.0,4.0,0.0,621.96
urban,moderate,4.0,33184.77,220.51,102.32,1.17,0.0,0.17,334.75,15.14,12.33,9.78,139.63,0.0,0.0,22.68,24.09,44.8,1.63,1172.0,vegan,0.0,0.0,2.61,57.21,20.5,60.89,10.84,2.92,2.46,901.96,20.83,6.82,1.0,1.0,0.0,1.0,498.04
urban,hot,5.0,25991.01,255.89,38.53,15.79,0.0,1.82,162.75,11.92,6.17,7.48,0.0,0.0,0.0,9.11,51.29,26.26,3.94,2996.68,mixed,4.0,20.0,,100.0,36.12,69.21,11.73,6.52,6.28,1446.54,55.62,7.25,0.0,2.0,0.0,2.0,983.61
rural,cool,6.0,84760.32,295.89,99.49,6.08,0.0,0.0,471.94,15.05,20.72,10.63,0.0,0.0,0.0,5.11,18.57,16.11,3.79,2992.8,vegetarian,0.0,26.0,9.95,50.23,10.34,44.42,41.94,1.64,1.06,1195.46,11.33,109.23,2.0,5.0,3.0,1.0,983.58
rural,hot,5.0,110772.48,261.41,38.04,8.76,0.0,2.83,564.92,14.56,29.35,9.44,164.93,273.64,52.61,,0.0,112.95,2.26,1742.39,vegan,0.0,0.0,13.83,78.74,20.68,49.58,20.6,4.24,1.58,1591.41,89.44,2.05,4.0,1.0,4.0,0.0,772.16
suburban,hot,5.0,42151.57,377.01,37.3,28.26,203.72,47.7,0.0,19.2,0.0,0.0,0.0,0.0,,26.9,35.61,140.07,0.3,247.28,vegetarian,0.0,25.0,4.75,26.06,19.79,81.89,2.75,4.77,1.73,1334.72,117.08,1.78,2.0,2.0,0.0,0.0,363.71
rural,moderate,2.0,11122.29,193.71,42.79,2.08,0.0,0.0,189.84,16.89,6.14,5.09,0.0,0.0,0.0,34.52,64.89,41.82,15.06,12713.87,vegan,0.0,0.0,5.23,64.17,19.0,75.87,31.14,3.05,2.52,828.6,1.85,3.11,2.0,3.0,0.0,1.0,2446.82
urban,hot,5.0,84023.21,169.03,119.55,11.01,0.0,0.0,0.0,17.95,,0.0,0.0,0.0,0.0,63.77,188.3,87.25,12.88,8638.9,mixed,3.0,18.0,14.94,51.65,26.48,31.88,1.75,5.71,5.25,1680.42,142.66,15.35,3.0,0.0,4.0,0.0,1857.33
suburban,cool,6.0,118808.22,206.17,491.27,5.02,0.0,4.19,,,24.26,7.69,1099.13,0.0,0.0,19.9,77.88,62.18,10.44,8520.8,vegan,0.0,0.0,13.84,8.28,37.34,58.59,23.82,7.98,3.52,1666.88,23.18,130.77,4.0,3.0,2.0,1.0,2029.49
urban,hot,2.0,27476.4,289.13,3.05,5.41,0.0,0.0,0.0,16.09,0.0,0.0,126.91,0.0,0.0,51.88,109.82,679.98,1.35,1001.1,non_vegetarian,7.0,17.0,2.14,50.2,6.56,11.49,20.04,0.86,0.4,835.53,122.1,0.3,1.0,2.0,1.0,,617.63
urban,moderate,2.0,144685.15,144.0,9.62,8.63,0.0,0.0,0.0,16.02,0.0,0.0,0.0,0.0,0.0,60.49,303.27,31.88,1.91,1371.35,mixed,6.0,21.0,10.31,80.13,11.96,,32.2,1.1,1.68,823.77,6.18,6.97,4.0,3.0,5.0,1.0,560.73
urban,hot,2.0,35294.31,388.4,163.08,8.12,0.0,6.86,330.21,14.45,17.59,5.27,0.0,315.63,74.44,66.9,61.09,391.92,0.66,529.83,mixed,1.0,23.0,1.82,53.1,18.34,70.71,,3.34,1.04,1486.54,106.75,5.32,1.0,1.0,1.0,1.0,661.35
rural,hot,1.0,84231.62,286.98,80.25,5.72,0.0,0.06,491.22,,22.91,13.03,453.07,0.0,0.0,50.78,264.0,885.53,3.26,2681.55,mixed,5.0,19.0,4.12,56.62,3.25,63.45,10.77,0.8,0.24,303.38,264.07,2.17,2.0,4.0,,2.0,962.29
rural,hot,3.0,38422.79,201.42,51.79,1.32,85.64,40.07,331.82,,19.4,10.11,0.0,0.0,0.0,28.48,28.66,148.0,2.01,1699.48,mixed,6.0,18.0,3.97,76.78,10.89,61.04,28.16,1.64,1.05,,269.39,4.26,3.0,1.0,0.0,0.0,654.83
urban,hot,2.0,22645.38,257.03,18.49,9.59,314.92,100.0,674.61,14.78,33.57,12.06,0.0,0.0,0.0,45.25,51.5,27.42,,80.37,mixed,3.0,26.0,2.79,48.53,3.23,85.29,39.69,0.37,0.48,912.62,133.8,1.09,0.0,1.0,0.0,1.0,256.32
urban,moderate,1.0,87476.73,97.67,74.22,4.7,0.0,4.17,0.0,13.52,0.0,,0.0,0.0,0.0,38.36,246.85,23.74,4.63,3930.89,vegetarian,0.0,21.0,1.65,0.96,2.28,52.14,33.51,0.54,0.23,776.35,37.79,9.4,7.0,1.0,1.0,1.0,853.75
suburban,moderate,4.0,68412.05,228.73,109.13,14.72,271.15,100.0,152.72,15.0,7.81,2.37,210.69,0.0,0.0,22.92,,34.09,8.15,5993.37,mixed,1.0,15.0,3.52,31.9,11.36,86.22,42.23,1.52,0.67,1632.41,23.09,1.85,2.0,3.0,2.0,1.0,1187.2
urban,moderate,5.0,91937.55,344.84,80.86,23.85,0.0,1.48,709.46,12.2,34.64,,169.91,,0.0,23.87,68.87,7.64,0.39,273.79,mixed,4.0,18.0,7.23,81.28,29.81,58.83,52.61,3.99,5.55,1169.29,7.81,2.1,4.0,4.0,1.0,1.0,634.37
rural,hot,4.0,155588.9,152.6,52.48,13.51,244.75,100.0,144.79,11.23,9.08,3.81,1045.97,0.0,0.0,17.51,53.16,82.56,6.07,4098.41,non_vegetarian,11.0,21.0,1.14,51.08,15.26,14.58,17.59,2.73,1.36,1446.83,182.92,0.02,4.0,3.0,2.0,0.0,1121.74
suburban,cool,4.0,35679.6,199.41,133.52,11.64,0.0,0.0,200.75,15.72,8.51,4.26,29.35,0.0,0.0,27.59,85.74,99.52,,372.44,mixed,1.0,23.0,9.07,46.83,44.83,89.29,8.47,8.04,8.37,1109.74,30.5,55.2,1.0,2.0,2.0,1.0,419.82
urban,hot,3.0,19605.8,158.09,104.41,,0.0,0.0,0.0,15.91,0.0,,0.0,0.0,0.0,16.35,52.19,145.27,0.94,791.71,non_vegetarian,5.0,23.0,2.27,80.98,16.86,41.49,17.1,2.66,3.34,1147.63,86.92,11.98,3.0,0.0,,3.0,432.31
urban,hot,1.0,41735.07,,70.47,5.55,0.0,0.0,,14.71,0.0,0.0,121.96,0.0,0.0,75.55,602.48,48.45,2.99,2538.85,mixed,3.0,30.0,0.08,46.06,9.25,47.39,19.9,1.08,1.64,979.71,215.7,0.88,3.0,0.0,1.0,1.0,655.97
urban,moderate,7.0,47939.75,519.61,122.21,12.58,105.27,,606.1,13.21,31.38,14.48,0.0,0.0,0.0,44.0,260.07,,13.0,10127.01,vegetarian,0.0,23.0,16.22,74.71,38.26,23.7,13.66,8.65,,1289.37,44.36,3.46,2.0,2.0,2.0,3.0,2481.09
rural,hot,7.0,165944.51,354.33,8.38,12.04,480.6,100.0,1824.66,16.48,90.41,20.31,0.0,730.05,119.53,10.25,44.72,75.69,0.17,127.81,mixed,2.0,11.0,8.93,39.02,40.12,23.9,50.19,6.69,4.75,1678.93,200.61,2.65,3.0,4.0,2.0,1.0,516.31
suburban,hot,6.0,153853.1,331.29,31.17,15.36,0.0,0.0,859.81,16.61,24.6,27.17,,0.0,0.0,0.0,,45.13,8.76,5744.12,non_vegetarian,8.0,24.0,17.16,60.35,23.61,83.4,39.14,4.49,3.17,1486.08,74.58,3.6,6.0,6.0,3.0,1.0,1629.35
urban,moderate,5.0,43427.28,248.1,16.72,,0.0,0.0,0.0,10.54,0.0,0.0,270.77,0.0,,21.58,181.4,11.31,6.23,4389.13,vegetarian,0.0,12.0,1.93,,22.22,77.66,35.41,3.0,2.29,1456.35,11.16,2.02,1.0,1.0,0.0,2.0,1113.8
urban,moderate,5.0,36818.87,384.51,,8.62,0.0,0.0,0.0,13.77,0.0,0.0,0.0,0.0,0.0,36.32,133.23,170.22,0.61,464.28,vegetarian,0.0,22.0,6.06,67.28,18.72,25.32,7.72,2.92,1.71,1176.46,6.75,1.26,1.0,0.0,1.0,0.0,491.93
urban,moderate,4.0,14963.5,206.68,49.73,3.5,237.2,100.0,264.94,16.52,12.35,3.68,173.98,0.0,,62.64,242.98,212.58,3.34,2513.93,vegetarian,0.0,22.0,4.01,38.35,,28.77,37.73,3.05,,917.87,66.25,1.94,0.0,1.0,0.0,0.0,652.62
urban,moderate,1.0,58351.42,154.14,62.75,21.5,245.01,100.0,333.49,16.47,11.69,8.56,320.43,0.0,0.0,,177.25,,3.58,2911.26,vegetarian,0.0,22.0,1.98,56.18,6.39,61.23,15.14,1.53,1.22,696.15,12.17,5.2,3.0,3.0,0.0,1.0,726.03
rural,moderate,5.0,72801.25,209.07,172.62,11.24,0.0,0.0,153.97,10.3,7.25,7.7,,0.0,0.0,35.17,93.21,79.54,0.77,,mixed,5.0,20.0,0.53,30.33,29.58,66.11,5.72,6.89,2.7,1233.13,9.56,0.89,2.0,2.0,2.0,1.0,517.05
